annotation_index,index,sentence,label,gender,fatma
83,2930,"It 's enough to watch Huppert scheming , with her small , intelligent eyes as steady as any noir villain , and to enjoy the perfectly pitched web of tension that Chabrol spins .",0.71,femm
84,2871,"The film 's appeal has a lot to do with the casting of Juliette Binoche as Sand , who brings to the role her pale , dark beauty and characteristic warmth .",0.64,femm
85,2260,What bubbles up out of John C. Walsh 's Pipe Dream is the distinct and very welcome sense of watching intelligent people making a movie they might actually want to watch .,0.75,neut
86,896,"A powerful and telling story that examines forbidden love , racial tension , and other issues that are as valid today as they were in the 1950s .",1.00,neut
87,3154,"Upsetting and thought-provoking , the film has an odd purity that does n't bring you into the characters so much as it has you study them .",0.61,neut
88,1049,"Even when foreign directors ... borrow stuff from Hollywood , they invariably shake up the formula and make it more interesting .",0.69,neut
89,1461,"This fascinating experiment plays as more of a poetic than a strict reality , creating an intriguing species of artifice that gives The Lady and the Duke something of a theatrical air .",0.67,femm
90,598,"While general audiences might not come away with a greater knowledge of the facts of Cuban music , they 'll be treated to an impressive and highly entertaining celebration of its sounds .",0.89,neut
91,1684,"Even these tales of just seven children seem at times too many , although in reality they are not enough .",0.54,neut
92,1963,"Beautifully crafted , engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing .",0.89,neut
93,720,They takes a long time to get to its gasp-inducing ending .,0.40,neut
94,3544,"Skin Of Man gets a few cheap shocks from its kids-in-peril theatrics , but it also taps into the primal fears of young people trying to cope with the mysterious and brutal nature of adults .",0.71,masc
95,7724,"Kapur fails to give his audience a single character worth rooting for ( or worth rooting against , for that matter ) .",0.38,masc
96,5128,"The audience when I saw this one was chuckling at all the wrong times , and that 's a bad sign when they 're supposed to be having a collective heart attack .",0.35,neut
97,7859,But ticket-buyers with great expectations will wind up as glum as Mr. De Niro .,0.17,masc
98,1938,Until its final minutes this is a perceptive study of two families in crisis -- and of two girls whose friendship is severely tested by bad luck and their own immaturity .,0.33,femm
99,90,While McFarlane 's animation lifts the film firmly above the level of other coming-of-age films ... it 's also so jarring that it 's hard to get back into the boys ' story .,0.38,masc
100,7044,"The star who helped give a spark to `` Chasing Amy '' and `` Changing Lanes '' falls flat as thinking man CIA agent Jack Ryan in this summer 's new action film , `` The Sum of All Fears . ''",0.22,masc
101,6314,The darker elements of misogyny and unprovoked violence suffocate the illumination created by the two daughters and the sparse instances of humor meant to shine through the gloomy film noir veil .,0.25,femm
102,54,"Sandra Nettelbeck beautifully orchestrates the transformation of the chilly , neurotic , and self-absorbed Martha as her heart begins to open .",0.79,femm
103,532,His healthy sense of satire is light and fun ...,0.78,masc
104,3652,"Mike White 's deft combination of serious subject matter and dark , funny humor make `` The Good Girl '' a film worth watching .",0.85,femm
105,4964,"Cox is far more concerned with aggrandizing madness , not the man , and the results might drive you crazy .",0.46,masc
106,8120,What they see in each other also is difficult to fathom .,0.24,neut
107,2409,"Adams , with four scriptwriters , takes care with the characters , who are so believable that you feel what they feel .",0.86,neut
108,7275,You 'll find yourself wishing that you and they were in another movie .,0.07,neut
109,7620,"Davis the performer is plenty fetching enough , but she needs to shake up the mix , and work in something that does n't feel like a half-baked stand-up routine .",0.43,femm
110,3407,"With an admirably dark first script by Brent Hanley , Paxton , making his directorial feature debut , does strong , measured work .",0.88,masc
111,947,It made me want to wrench my eyes out of my head and toss them at the screen .,0.39,neut
112,898,"There 's a solid woman - finding-herself story somewhere in here , but you 'd have to dig pretty deep to uncover it .",0.42,femm
113,7309,"Feels like the work of an artist who is simply tired -- of fighting the same fights , of putting the weight of the world on his shoulders , of playing with narrative form .",0.25,masc
114,1292,"Clever and unflinching in its comic barbs , Slap Her is a small but rewarding comedy that takes aim at contemporary southern adolescence and never lets up .",0.83,femm
115,1646,"Seeing Seinfeld at home as he watches his own appearance on Letterman with a clinical eye reminds you that the key to stand-up is to always make it look easy , even though the reality is anything but .",0.58,masc
116,3880,"Even when he 's not at his most critically insightful , Godard can still be smarter than any 50 other filmmakers still at work .",0.72,masc
117,1979,"Blade II is as estrogen-free as movies get , so you might want to leave your date behind for this one , or she 's gonna make you feel like you owe her big-time .",0.46,femm
118,5071,To show these characters in the act and give them no feelings of remorse -- and to cut repeatedly to the flashback of the original rape -- is overkill to the highest degree .,0.40,neut
119,1535,"Though Howard demonstrates a great eye as a director , this Southern Gothic drama is sadly a tough sit , with an undeveloped narrative and enough flashbacks and heavy-handed metaphors to choke a horse -- or at least slow him down to a canter .",0.38,masc
120,5542,"His best film remains his shortest , The Hole , which makes many of the points that this film does but feels less repetitive .",0.56,masc
121,794,About nowhere kids who appropriated turfs as they found them and become self-made celebrity athletes -- a low-down version of the American dream .,0.71,neut
122,1576,"It 's something of the ultimate Scorsese film , with all the stomach-turning violence , colorful New York gang lore and other hallmarks of his personal cinema painted on their largest-ever historical canvas .",0.97,masc
123,325,Girls gone wild and gone civil again,0.50,femm
124,406,One Hour Photo is an intriguing snapshot of one man and his delusions ; it 's just too bad it does n't have more flashes of insight .,0.31,masc
125,1325,"Davis is funny , charming and quirky in her feature film acting debut as Amy .",0.75,femm
126,2188,... the kind of entertainment that parents love to have their kids see .,0.83,neut
127,470,"Hardly an objective documentary , but it 's great cinematic polemic ... love Moore or loathe him , you 've got to admire ... the intensity with which he 's willing to express his convictions .",0.85,masc
128,102,"Huppert 's show to steal and she makes a meal of it , channeling Kathy Baker 's creepy turn as the repressed mother on Boston Public just as much as 8 Women 's Augustine .",0.61,femm
129,2990,"That Jack Nicholson makes this man so watchable is a tribute not only to his craft , but to his legend .",0.82,masc
130,6148,The film 's maudlin focus on the young woman 's infirmity and her naive dreams play like the worst kind of Hollywood heart-string plucking .,0.21,femm
131,1975,"Despite the predictable parent vs. child coming-of-age theme , first-class , natural acting and a look at `` the real Americans '' make this a charmer .",0.81,neut
132,4157,is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his Halloween trip to the Haunted House .,0.08,masc
